id,user_id,resource_type,resource_id,action,allowed,policy_id,deny_reasons,risk_score,timestamp,ip_address,user_agent
23,U0015,IncidentCase,INC-73857,create,True,ALLOW_DEFAULT,,0,2026-01-12 11:59:51.217637,172.19.0.1,Mozilla/5.0
24,U0384,TransferRecord,TRA-23113,read,True,ALLOW_DEFAULT,,0,2025-11-12 20:12:51.217637,10.0.0.10,PostmanRuntime/7.51.0
25,U0136,InsuranceClaim,INS-53036,read,True,ALLOW_DEFAULT,,0,2025-12-12 23:44:51.217637,172.19.0.1,okhttp/4.11.0
26,U0497,TransferRecord,TRA-84299,read,True,ALLOW_DEFAULT,,0,2025-11-20 01:33:51.217637,172.19.0.1,Mozilla/5.0
27,U0498,Prescription,PRE-42266,approve,True,ALLOW_DEFAULT,,0,2025-12-28 09:37:51.217637,10.0.1.11,okhttp/4.11.0
28,U0208,TrainingRecord,TRA-46264,create,True,ALLOW_DEFAULT,,0,2026-01-02 08:33:51.217637,172.19.0.1,PostmanRuntime/7.51.0
29,U0400,VitalSigns,VIT-72908,update,True,ALLOW_DEFAULT,,0,2025-11-29 00:25:51.217637,192.168.1.20,Mozilla/5.0
30,U0203,StaffProfile,STA-82308,read,True,ALLOW_DEFAULT,,0,2025-10-27 19:03:51.217637,10.0.1.11,okhttp/4.11.0
31,U0466,VitalSigns,VIT-28350,create,True,ALLOW_DEFAULT,,0,2026-01-07 00:23:51.217637,10.0.1.11,Mozilla/5.0
32,U0351,BillingRecord,BIL-19882,read,True,ALLOW_DEFAULT,,0,2026-01-07 02:09:51.217637,10.0.0.10,okhttp/4.11.0
33,U0295,TransferRecord,TRA-85877,read,True,ALLOW_DEFAULT,,0,2025-11-23 18:20:51.217637,10.0.1.11,PostmanRuntime/7.51.0
34,U0059,AdmissionRecord,ADM-80736,read,True,ALLOW_DEFAULT,,0,2025-11-29 20:38:51.217637,10.0.1.11,Mozilla/5.0
35,U0084,TransferRecord,TRA-48141,read,True,ALLOW_DEFAULT,,0,2025-10-30 01:47:51.217637,192.168.1.20,okhttp/4.11.0
36,U0061,AuditLog,AUD-57692,read,True,ALLOW_DEFAULT,,0,2025-12-02 14:19:51.217637,10.0.0.10,okhttp/4.11.0
37,U0507,SystemConfig,SYS-77388,read,True,ALLOW_DEFAULT,,0,2025-10-30 15:57:51.217637,192.168.1.20,PostmanRuntime/7.51.0
38,U0059,TransferRecord,TRA-96430,read,True,ALLOW_DEFAULT,,0,2026-01-05 06:39:51.217637,10.0.1.11,okhttp/4.11.0
39,U0317,VitalSigns,VIT-15297,update,True,ALLOW_DEFAULT,,0,2025-11-06 19:20:51.217637,192.168.1.20,PostmanRuntime/7.51.0
40,U0463,TransferRecord,TRA-40673,read,True,ALLOW_DEFAULT,,0,2025-10-21 18:49:51.217637,10.0.1.11,okhttp/4.11.0
41,U0510,DischargeSummary,DIS-60868,read,False,DENY_POLICY,NOT_ALLOWED,3,2025-11-29 15:20:51.217637,192.168.1.20,PostmanRuntime/7.51.0
42,U0286,WorkSchedule,WOR-23529,update,True,ALLOW_DEFAULT,,0,2025-12-20 22:39:51.217637,172.19.0.1,okhttp/4.11.0
43,U0179,IncidentCase,INC-84732,create,True,ALLOW_DEFAULT,,0,2025-11-02 17:05:51.217637,192.168.1.20,okhttp/4.11.0
44,U0464,TransferRecord,TRA-95634,read,True,ALLOW_DEFAULT,,0,2026-01-07 15:31:51.217637,10.0.0.10,okhttp/4.11.0
45,U0337,FinancialReport,FIN-77681,read,True,ALLOW_DEFAULT,,0,2025-11-23 19:53:51.217637,172.19.0.1,Mozilla/5.0
46,U0292,ImagingResult,IMA-89195,read,True,ALLOW_DEFAULT,,0,2025-10-18 11:43:51.217637,10.0.1.11,Mozilla/5.0
47,U0463,VitalSigns,VIT-77441,update,True,ALLOW_DEFAULT,,0,2025-12-15 11:00:51.217637,172.19.0.1,PostmanRuntime/7.51.0
48,U0242,AccessPolicy,ACC-57477,read,True,ALLOW_DEFAULT,,0,2025-12-11 16:27:51.217637,10.0.0.10,okhttp/4.11.0
49,U0328,Invoice,INV-24855,update,True,ALLOW_DEFAULT,,0,2025-11-30 17:12:51.217637,192.168.1.20,Mozilla/5.0
50,U0379,BillingRecord,BIL-94837,update,True,ALLOW_DEFAULT,,0,2026-01-01 17:49:51.217637,192.168.1.20,PostmanRuntime/7.51.0
51,U0465,ClinicalNote,CLI-85168,read,True,ALLOW_DEFAULT,,0,2025-12-10 19:19:51.217637,10.0.1.11,PostmanRuntime/7.51.0
52,U0413,PatientProfile,PAT-85008,read,True,ALLOW_DEFAULT,,0,2025-10-31 06:08:51.217637,10.0.0.10,PostmanRuntime/7.51.0
53,U0275,FinancialReport,FIN-77717,read,True,ALLOW_DEFAULT,,0,2026-01-13 02:37:51.217637,192.168.1.20,okhttp/4.11.0
54,U0423,SystemConfig,SYS-12440,read,False,DENY_POLICY,NOT_ALLOWED,3,2026-01-05 20:26:51.217637,172.19.0.1,PostmanRuntime/7.51.0
55,U0456,TransferRecord,TRA-71789,read,True,ALLOW_DEFAULT,,0,2026-01-04 19:58:51.217637,192.168.1.20,PostmanRuntime/7.51.0
56,U0283,TrainingRecord,TRA-88753,create,True,ALLOW_DEFAULT,,0,2025-10-30 21:04:51.217637,10.0.1.11,okhttp/4.11.0
57,U0301,MedicalReport,MED-31983,read,True,ALLOW_DEFAULT,,0,2025-12-22 19:19:51.217637,172.19.0.1,Mozilla/5.0
58,U0417,StaffProfile,STA-40122,create,True,ALLOW_DEFAULT,,0,2025-11-21 07:31:51.217637,192.168.1.20,PostmanRuntime/7.51.0
59,U0290,TransferRecord,TRA-78512,read,True,ALLOW_DEFAULT,,0,2026-01-04 03:07:51.217637,192.168.1.20,PostmanRuntime/7.51.0
60,U0404,ClinicalNote,CLI-72373,read,True,ALLOW_DEFAULT,,0,2026-01-07 22:54:51.217637,10.0.0.10,okhttp/4.11.0
61,U0225,StaffProfile,STA-22214,read,True,ALLOW_DEFAULT,,0,2025-11-30 18:47:51.217637,10.0.1.11,okhttp/4.11.0
62,U0032,BillingRecord,BIL-98940,create,True,ALLOW_DEFAULT,,0,2025-12-15 23:35:51.217637,192.168.1.20,okhttp/4.11.0
63,U0447,IncidentCase,INC-15693,update,True,ALLOW_DEFAULT,,0,2025-12-20 09:20:51.217637,192.168.1.20,PostmanRuntime/7.51.0
64,U0161,AuditLog,AUD-59969,read,False,DENY_POLICY,NOT_ALLOWED,3,2025-11-18 19:02:51.217637,10.0.0.10,Mozilla/5.0
65,U0399,AuditLog,AUD-40475,read,True,ALLOW_DEFAULT,,0,2026-01-08 17:25:51.217637,10.0.0.10,Mozilla/5.0
66,U0478,AdmissionRecord,ADM-63562,read,True,ALLOW_DEFAULT,,0,2025-11-10 08:30:51.217637,10.0.1.11,PostmanRuntime/7.51.0
67,U0356,IncidentCase,INC-10932,update,True,ALLOW_DEFAULT,,0,2025-12-09 11:56:51.217637,10.0.0.10,okhttp/4.11.0
68,U0223,TransferRecord,TRA-51405,read,True,ALLOW_DEFAULT,,0,2025-11-24 02:27:51.217637,172.19.0.1,PostmanRuntime/7.51.0
69,U0067,Appointment,APP-43244,update,True,ALLOW_DEFAULT,,0,2025-11-10 16:08:51.217637,192.168.1.20,okhttp/4.11.0
70,U0068,StaffProfile,STA-99208,update,True,ALLOW_DEFAULT,,0,2025-11-23 01:34:51.217637,10.0.1.11,Mozilla/5.0
71,U0227,AccessPolicy,ACC-33425,read,True,ALLOW_DEFAULT,,0,2025-11-20 14:03:51.217637,192.168.1.20,Mozilla/5.0
72,U0390,WorkSchedule,WOR-55135,update,False,DENY_POLICY,NOT_ALLOWED,3,2025-12-27 08:34:51.217637,192.168.1.20,okhttp/4.11.0
73,U0362,AdmissionRecord,ADM-40116,read,True,ALLOW_DEFAULT,,0,2025-11-27 12:55:51.217637,10.0.1.11,PostmanRuntime/7.51.0
74,U0038,AccessPolicy,ACC-54359,read,True,ALLOW_DEFAULT,,0,2025-12-29 18:48:51.217637,10.0.0.10,PostmanRuntime/7.51.0
75,U0269,BillingRecord,BIL-21939,create,True,ALLOW_DEFAULT,,0,2025-12-31 19:44:51.217637,10.0.1.11,Mozilla/5.0
76,U0461,Appointment,APP-21552,create,False,DENY_POLICY,NOT_ALLOWED,3,2025-10-23 17:18:51.217637,172.19.0.1,PostmanRuntime/7.51.0
77,U0323,IncidentCase,INC-14948,create,True,ALLOW_DEFAULT,,0,2025-12-22 19:59:51.217637,192.168.1.20,Mozilla/5.0
78,U0034,InsuranceClaim,INS-47548,update,True,ALLOW_DEFAULT,,0,2025-12-21 15:50:51.217637,10.0.0.10,PostmanRuntime/7.51.0
79,U0357,Appointment,APP-11403,create,True,ALLOW_DEFAULT,,0,2025-11-05 05:57:51.217637,172.19.0.1,PostmanRuntime/7.51.0
80,U0441,WorkSchedule,WOR-76918,read,True,ALLOW_DEFAULT,,0,2025-12-03 20:07:51.217637,10.0.1.11,okhttp/4.11.0
81,U0372,PatientProfile,PAT-57151,read,True,ALLOW_DEFAULT,,0,2025-11-08 15:58:51.217637,10.0.0.10,PostmanRuntime/7.51.0
82,U0076,TransferRecord,TRA-62354,create,True,ALLOW_DEFAULT,,0,2025-11-19 00:44:51.217637,192.168.1.20,Mozilla/5.0
83,U0387,WorkSchedule,WOR-12014,read,True,ALLOW_DEFAULT,,0,2025-12-23 23:09:51.217637,10.0.0.10,PostmanRuntime/7.51.0
84,U0134,IncidentCase,INC-83284,read,True,ALLOW_DEFAULT,,0,2026-01-09 04:11:51.217637,172.19.0.1,Mozilla/5.0
85,U0388,ImagingResult,IMA-39661,read,False,DENY_POLICY,NOT_ALLOWED,3,2025-12-12 01:56:51.217637,10.0.1.11,Mozilla/5.0
86,U0074,Invoice,INV-10609,update,False,DENY_POLICY,NOT_ALLOWED,3,2025-11-10 15:42:51.217637,10.0.1.11,Mozilla/5.0
87,U0305,WorkSchedule,WOR-19487,read,True,ALLOW_DEFAULT,,0,2025-12-02 16:30:51.217637,172.19.0.1,Mozilla/5.0
88,U0213,StaffProfile,STA-43776,read,False,DENY_POLICY,NOT_ALLOWED,3,2026-01-05 15:12:51.217637,172.19.0.1,okhttp/4.11.0
89,U0145,TrainingRecord,TRA-83815,create,True,ALLOW_DEFAULT,,0,2025-11-30 21:49:51.217637,10.0.1.11,Mozilla/5.0
90,U0141,FinancialReport,FIN-99337,read,False,DENY_POLICY,NOT_ALLOWED,3,2025-11-28 19:46:51.217637,10.0.0.10,Mozilla/5.0
91,U0320,SystemConfig,SYS-60157,read,True,ALLOW_DEFAULT,,0,2025-12-14 13:34:51.217637,10.0.1.11,okhttp/4.11.0
92,U0368,IncidentCase,INC-51383,update,True,ALLOW_DEFAULT,,0,2025-11-24 10:16:51.217637,172.19.0.1,okhttp/4.11.0
93,U0131,WorkSchedule,WOR-42539,read,True,ALLOW_DEFAULT,,0,2025-11-13 00:54:51.217637,10.0.0.10,Mozilla/5.0
94,U0386,IncidentCase,INC-54825,create,True,ALLOW_DEFAULT,,0,2025-10-24 19:24:51.217637,10.0.1.11,Mozilla/5.0
95,U0217,AccessPolicy,ACC-85197,read,True,ALLOW_DEFAULT,,0,2025-11-11 09:07:51.217637,10.0.1.11,okhttp/4.11.0
96,U0130,AccessPolicy,ACC-75404,read,True,ALLOW_DEFAULT,,0,2025-12-23 23:33:51.217637,10.0.1.11,PostmanRuntime/7.51.0
97,U0226,VitalSigns,VIT-37102,create,True,ALLOW_DEFAULT,,0,2025-11-07 18:01:51.217637,10.0.1.11,PostmanRuntime/7.51.0
98,U0188,LabOrder,LAB-30446,create,True,ALLOW_DEFAULT,,0,2025-12-27 18:56:51.217637,10.0.0.10,PostmanRuntime/7.51.0
99,U0483,AccessPolicy,ACC-96956,read,False,DENY_POLICY,NOT_ALLOWED,3,2025-12-01 17:33:51.217637,10.0.0.10,okhttp/4.11.0
100,U0034,Appointment,APP-58653,update,False,DENY_POLICY,NOT_ALLOWED,3,2025-12-13 09:11:51.217637,172.19.0.1,Mozilla/5.0
101,U0444,WorkSchedule,WOR-46009,update,False,DENY_POLICY,NOT_ALLOWED,3,2025-12-01 13:29:51.217637,10.0.1.11,okhttp/4.11.0
102,U0168,VitalSigns,VIT-85584,read,True,ALLOW_DEFAULT,,0,2025-10-29 13:28:51.217637,10.0.0.10,okhttp/4.11.0
103,U0153,ImagingOrder,IMA-80879,read,True,ALLOW_DEFAULT,,0,2025-10-20 20:27:51.217637,172.19.0.1,Mozilla/5.0
104,U0353,AccessPolicy,ACC-32911,update,False,DENY_POLICY,NOT_ALLOWED,3,2025-11-28 12:04:51.217637,10.0.0.10,okhttp/4.11.0
105,U0471,AuditLog,AUD-11103,read,True,ALLOW_DEFAULT,,0,2025-10-18 23:08:51.217637,10.0.1.11,Mozilla/5.0
106,U0318,PatientProfile,PAT-57395,create,True,ALLOW_DEFAULT,,0,2025-12-12 15:57:51.217637,172.19.0.1,PostmanRuntime/7.51.0
107,U0476,Invoice,INV-45311,create,True,ALLOW_DEFAULT,,0,2025-11-29 18:59:51.217637,172.19.0.1,Mozilla/5.0
108,U0485,LabResult,LAB-37594,read,True,ALLOW_DEFAULT,,0,2025-11-25 00:50:51.217637,172.19.0.1,Mozilla/5.0
109,U0425,ImagingOrder,IMA-69077,read,False,DENY_POLICY,NOT_ALLOWED,3,2025-11-03 06:17:51.217637,10.0.1.11,okhttp/4.11.0
110,U0360,AdmissionRecord,ADM-45382,read,True,ALLOW_DEFAULT,,0,2025-12-30 01:52:51.217637,10.0.1.11,okhttp/4.11.0
111,U0201,LabResult,LAB-35698,read,True,ALLOW_DEFAULT,,0,2025-10-31 03:55:51.217637,10.0.1.11,Mozilla/5.0
112,U0320,AccessPolicy,ACC-65249,read,True,ALLOW_DEFAULT,,0,2025-12-02 08:42:51.217637,10.0.1.11,okhttp/4.11.0
113,U0288,VitalSigns,VIT-73782,update,True,ALLOW_DEFAULT,,0,2025-11-14 04:45:51.217637,172.19.0.1,okhttp/4.11.0
114,U0002,TransferRecord,TRA-62219,create,False,DENY_POLICY,NOT_ALLOWED,3,2025-10-26 21:31:51.217637,10.0.1.11,PostmanRuntime/7.51.0
115,U0168,VitalSigns,VIT-72460,create,True,ALLOW_DEFAULT,,0,2026-01-02 06:04:51.217637,10.0.0.10,Mozilla/5.0
116,U0164,WorkSchedule,WOR-57312,read,True,ALLOW_DEFAULT,,0,2025-11-19 16:25:51.217637,172.19.0.1,Mozilla/5.0
117,U0009,BillingRecord,BIL-56018,read,True,ALLOW_DEFAULT,,0,2026-01-04 20:06:51.217637,10.0.1.11,okhttp/4.11.0
118,U0443,DischargeSummary,DIS-80574,create,True,ALLOW_DEFAULT,,0,2025-11-02 18:36:51.217637,172.19.0.1,Mozilla/5.0
119,U0385,ImagingResult,IMA-73896,read,True,ALLOW_DEFAULT,,0,2025-12-27 09:46:51.217637,192.168.1.20,PostmanRuntime/7.51.0
120,U0336,Prescription,PRE-70784,update,True,ALLOW_DEFAULT,,0,2025-12-14 09:18:51.217637,10.0.1.11,PostmanRuntime/7.51.0
121,U0149,AccessPolicy,ACC-65288,update,True,ALLOW_DEFAULT,,0,2025-12-14 08:21:51.217637,192.168.1.20,PostmanRuntime/7.51.0
122,U0177,AccessPolicy,ACC-39912,update,True,ALLOW_DEFAULT,,0,2025-11-15 10:07:51.217637,172.19.0.1,okhttp/4.11.0
123,U0393,VitalSigns,VIT-89349,create,True,ALLOW_DEFAULT,,0,2025-12-15 13:33:51.217637,192.168.1.20,Mozilla/5.0
124,U0298,AccessPolicy,ACC-57600,update,False,DENY_POLICY,NOT_ALLOWED,3,2025-12-24 23:07:51.217637,192.168.1.20,Mozilla/5.0
125,U0147,PatientProfile,PAT-26389,read,True,ALLOW_DEFAULT,,0,2025-12-23 03:09:51.217637,10.0.1.11,okhttp/4.11.0
126,U0260,PatientProfile,PAT-37600,create,True,ALLOW_DEFAULT,,0,2025-11-02 01:56:51.217637,192.168.1.20,PostmanRuntime/7.51.0
127,U0474,StaffProfile,STA-81884,read,True,ALLOW_DEFAULT,,0,2025-10-22 18:54:51.217637,10.0.0.10,Mozilla/5.0
128,U0278,BillingRecord,BIL-23622,read,True,ALLOW_DEFAULT,,0,2025-11-10 18:39:51.217637,10.0.1.11,PostmanRuntime/7.51.0
129,U0426,PatientProfile,PAT-50549,update,True,ALLOW_DEFAULT,,0,2025-11-07 18:21:51.217637,10.0.1.11,okhttp/4.11.0
130,U0088,IncidentCase,INC-26569,read,True,ALLOW_DEFAULT,,0,2025-10-29 20:05:51.217637,10.0.1.11,PostmanRuntime/7.51.0
131,U0215,Invoice,INV-52624,update,True,ALLOW_DEFAULT,,0,2026-01-04 13:16:51.217637,192.168.1.20,Mozilla/5.0
132,U0222,Invoice,INV-45705,create,False,DENY_POLICY,NOT_ALLOWED,3,2025-12-06 19:37:51.217637,192.168.1.20,PostmanRuntime/7.51.0
133,U0021,IncidentCase,INC-80685,create,False,DENY_POLICY,NOT_ALLOWED,3,2025-11-03 00:03:51.217637,192.168.1.20,okhttp/4.11.0
134,U0011,OperationReport,OPE-67013,read,True,ALLOW_DEFAULT,,0,2025-12-04 12:49:51.217637,172.19.0.1,Mozilla/5.0
135,U0323,AccessPolicy,ACC-21738,read,True,ALLOW_DEFAULT,,0,2025-11-27 02:34:51.217637,172.19.0.1,Mozilla/5.0
136,U0026,AdmissionRecord,ADM-49789,create,True,ALLOW_DEFAULT,,0,2025-10-18 20:22:51.217637,10.0.0.10,okhttp/4.11.0
137,U0436,BillingRecord,BIL-55073,update,True,ALLOW_DEFAULT,,0,2025-11-12 23:45:51.217637,192.168.1.20,okhttp/4.11.0
138,U0088,AuditLog,AUD-72530,read,True,ALLOW_DEFAULT,,0,2025-11-14 03:49:51.217637,10.0.0.10,Mozilla/5.0
139,U0154,DischargeSummary,DIS-40305,read,True,ALLOW_DEFAULT,,0,2025-12-29 09:52:51.217637,10.0.0.10,okhttp/4.11.0
140,U0273,LabResult,LAB-83472,read,True,ALLOW_DEFAULT,,0,2025-11-26 16:11:51.217637,192.168.1.20,PostmanRuntime/7.51.0
141,U0193,DischargeSummary,DIS-61081,create,True,ALLOW_DEFAULT,,0,2026-01-01 07:02:51.217637,192.168.1.20,PostmanRuntime/7.51.0
142,U0328,InsuranceClaim,INS-91962,create,True,ALLOW_DEFAULT,,0,2025-11-08 16:38:51.217637,172.19.0.1,Mozilla/5.0
143,U0313,AdmissionRecord,ADM-45235,read,True,ALLOW_DEFAULT,,0,2025-11-24 11:19:51.217637,10.0.1.11,PostmanRuntime/7.51.0
144,U0014,SystemConfig,SYS-24464,update,True,ALLOW_DEFAULT,,0,2025-12-14 20:37:51.217637,192.168.1.20,okhttp/4.11.0
145,U0502,DischargeSummary,DIS-74486,read,True,ALLOW_DEFAULT,,0,2025-11-03 23:32:51.217637,172.19.0.1,PostmanRuntime/7.51.0
146,U0312,TrainingRecord,TRA-12900,update,True,ALLOW_DEFAULT,,0,2025-11-03 19:30:51.217637,10.0.0.10,Mozilla/5.0
147,U0128,Invoice,INV-67464,read,True,ALLOW_DEFAULT,,0,2025-12-23 01:42:51.217637,10.0.0.10,PostmanRuntime/7.51.0
148,U0369,BillingRecord,BIL-74694,create,True,ALLOW_DEFAULT,,0,2025-11-06 15:46:51.217637,172.19.0.1,Mozilla/5.0
149,U0245,ImagingResult,IMA-58679,read,True,ALLOW_DEFAULT,,0,2025-11-29 02:15:51.217637,10.0.0.10,Mozilla/5.0
150,U0162,ClinicalNote,CLI-17345,read,True,ALLOW_DEFAULT,,0,2025-11-11 03:30:51.217637,192.168.1.20,PostmanRuntime/7.51.0
151,U0446,ClinicalNote,CLI-35191,create,True,ALLOW_DEFAULT,,0,2026-01-07 10:00:51.217637,172.19.0.1,Mozilla/5.0
152,U0402,MedicalRecord,MED-42631,update,True,ALLOW_DEFAULT,,0,2025-11-21 21:55:51.217637,192.168.1.20,PostmanRuntime/7.51.0
153,U0379,BillingRecord,BIL-36106,create,True,ALLOW_DEFAULT,,0,2025-11-28 20:01:51.217637,10.0.0.10,okhttp/4.11.0
154,U0363,TransferRecord,TRA-71974,read,True,ALLOW_DEFAULT,,0,2025-11-22 07:22:51.217637,172.19.0.1,Mozilla/5.0
155,U0504,MedicalRecord,MED-82034,read,True,ALLOW_DEFAULT,,0,2025-12-04 07:17:51.217637,10.0.0.10,Mozilla/5.0
156,U0266,AccessPolicy,ACC-36047,update,True,ALLOW_DEFAULT,,0,2025-11-19 16:40:51.217637,10.0.0.10,okhttp/4.11.0
157,U0155,OperationReport,OPE-40928,read,True,ALLOW_DEFAULT,,0,2025-12-14 11:55:51.217637,192.168.1.20,Mozilla/5.0
158,U0189,Prescription,PRE-86637,create,True,ALLOW_DEFAULT,,0,2025-10-28 18:41:51.217637,192.168.1.20,PostmanRuntime/7.51.0
159,U0347,StaffProfile,STA-86162,create,True,ALLOW_DEFAULT,,0,2025-12-28 04:50:51.217637,192.168.1.20,okhttp/4.11.0
160,U0412,VitalSigns,VIT-21728,update,True,ALLOW_DEFAULT,,0,2025-11-09 12:39:51.217637,10.0.1.11,Mozilla/5.0
161,U0006,Appointment,APP-54357,update,True,ALLOW_DEFAULT,,0,2026-01-10 14:47:51.217637,10.0.0.10,PostmanRuntime/7.51.0
162,U0039,FinancialReport,FIN-80300,read,True,ALLOW_DEFAULT,,0,2025-12-28 22:18:51.217637,10.0.0.10,PostmanRuntime/7.51.0
163,U0137,WorkSchedule,WOR-83184,update,True,ALLOW_DEFAULT,,0,2025-12-28 15:57:51.217637,172.19.0.1,Mozilla/5.0
164,U0140,PatientProfile,PAT-59514,read,True,ALLOW_DEFAULT,,0,2025-11-19 11:44:51.217637,10.0.1.11,Mozilla/5.0
165,U0370,AccessPolicy,ACC-67344,read,False,DENY_POLICY,NOT_ALLOWED,3,2025-12-07 18:31:51.217637,172.19.0.1,okhttp/4.11.0
166,U0122,TransferRecord,TRA-84278,read,True,ALLOW_DEFAULT,,0,2025-11-03 21:00:51.217637,172.19.0.1,Mozilla/5.0
167,U0086,VitalSigns,VIT-88470,create,True,ALLOW_DEFAULT,,0,2026-01-09 03:00:51.217637,10.0.1.11,PostmanRuntime/7.51.0
168,U0268,TrainingRecord,TRA-48754,create,True,ALLOW_DEFAULT,,0,2025-12-31 11:21:51.217637,172.19.0.1,okhttp/4.11.0
169,U0506,OperationReport,OPE-93627,read,True,ALLOW_DEFAULT,,0,2025-12-02 22:35:51.217637,192.168.1.20,okhttp/4.11.0
170,U0374,StaffProfile,STA-91229,create,True,ALLOW_DEFAULT,,0,2026-01-03 21:05:51.217637,172.19.0.1,okhttp/4.11.0
171,U0333,BillingRecord,BIL-96283,read,True,ALLOW_DEFAULT,,0,2026-01-13 22:07:51.217637,192.168.1.20,PostmanRuntime/7.51.0
172,U0218,Appointment,APP-82281,create,True,ALLOW_DEFAULT,,0,2025-10-31 22:01:51.217637,172.19.0.1,Mozilla/5.0
173,U0041,Prescription,PRE-24478,approve,True,ALLOW_DEFAULT,,0,2025-10-26 15:35:51.217637,10.0.0.10,PostmanRuntime/7.51.0
174,U0006,AdmissionRecord,ADM-33414,create,True,ALLOW_DEFAULT,,0,2026-01-05 09:29:51.217637,10.0.0.10,PostmanRuntime/7.51.0
175,U0296,FinancialReport,FIN-22943,read,True,ALLOW_DEFAULT,,0,2025-10-20 18:49:51.217637,192.168.1.20,okhttp/4.11.0
176,U0389,FinancialReport,FIN-87371,read,True,ALLOW_DEFAULT,,0,2025-11-10 04:25:51.217637,10.0.0.10,Mozilla/5.0
177,U0043,OperationReport,OPE-11715,read,True,ALLOW_DEFAULT,,0,2026-01-10 13:23:51.217637,10.0.1.11,okhttp/4.11.0
178,U0174,MedicalRecord,MED-71349,create,True,ALLOW_DEFAULT,,0,2025-12-29 19:10:51.217637,10.0.0.10,Mozilla/5.0
179,U0021,TrainingRecord,TRA-58374,create,True,ALLOW_DEFAULT,,0,2025-12-29 04:22:51.217637,10.0.0.10,okhttp/4.11.0
180,U0310,VitalSigns,VIT-19225,read,True,ALLOW_DEFAULT,,0,2026-01-01 20:12:51.217637,172.19.0.1,PostmanRuntime/7.51.0
181,U0458,AuditLog,AUD-22729,read,False,DENY_POLICY,NOT_ALLOWED,3,2025-10-27 02:26:51.217637,10.0.1.11,okhttp/4.11.0
